circID	Gene(s)	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA	common_or_uncommon	opposite_QTL_effect	mRNA	cRNA	trait	mRNA_mlog10_pval	cRNA_mlog10_pval	method	is_cRNA_coloc_greater	logFC_CD_vs_Control	AveExpr_log2cpm	padj_CD_vs_Control	logFC_UC_vs_Control	padj_UC_vs_Control	logFC_vdjnorm	padj_vdjnorm	mean_circ_fraction	sd_circ_fraction	median_circ_fraction	mad_circ_fraction	gene	AveExpr_log2cpm_Biopsy	mean_circ_fraction_Biopsy	best_binding_miRNA	miRNA_bind_sites_per_kB_circRNA	miRNA	circbase_ID	genomic_length	spliced_seq_length	in_other_samples	repeats	annotation	circRNA_study
chr1:114372214-114377061	PTPN22	chr1:114372214-114377061_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	PTPN22	0.0893434177268499	0.118425425437798	-0.0290820077109486	6	5	15	18	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.1459592	0.01075938	IBD	0.835768525661854	1.96821275379385	COLOC	yes	0.0214263522871883	-0.211555068690546	0.968493905239869	-0.0580842457264503	0.884857932152967	-0.0721590641662221	0.483046167381758	1.8557263184552	2.61656988394363	0.528856825749168	0.3278985144711	PTPN22	NA	NA	miR_6780a_3p	13.9664804469274	hsa-miR-6780a-3p	hsa_circ_0000110	4848	356	neutr,_K562,_Gm12878	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114372214-114377061	PTPN22	chr1:114372214-114377061_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	PTPN22	0.0893434177268499	0.118425425437798	-0.0290820077109486	6	5	15	18	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.0002362212	0.1232302766	CD	3.62668112861135	0.909282576709854	MetaXCan	no	0.0214263522871883	-0.211555068690546	0.968493905239869	-0.0580842457264503	0.884857932152967	-0.0721590641662221	0.483046167381758	1.8557263184552	2.61656988394363	0.528856825749168	0.3278985144711	PTPN22	NA	NA	miR_6780a_3p	13.9664804469274	hsa-miR-6780a-3p	hsa_circ_0000110	4848	356	neutr,_K562,_Gm12878	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114372214-114377061	PTPN22	chr1:114372214-114377061_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	PTPN22	0.0893434177268499	0.118425425437798	-0.0290820077109486	6	5	15	18	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.0423832774	0.4870875905	IBD	1.37280546334724	0.31239293478057	MetaXCan	no	0.0214263522871883	-0.211555068690546	0.968493905239869	-0.0580842457264503	0.884857932152967	-0.0721590641662221	0.483046167381758	1.8557263184552	2.61656988394363	0.528856825749168	0.3278985144711	PTPN22	NA	NA	miR_6780a_3p	13.9664804469274	hsa-miR-6780a-3p	hsa_circ_0000110	4848	356	neutr,_K562,_Gm12878	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.1459592	0.01075938	IBD	0.835768525661854	1.96821275379385	COLOC	yes	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.0002362212	0.1232302766	CD	3.62668112861135	0.909282576709854	MetaXCan	no	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.1459592	0.01075938	IBD	0.835768525661854	1.96821275379385	COLOC	yes	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.0423832774	0.4870875905	IBD	1.37280546334724	0.31239293478057	MetaXCan	no	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.0002362212	0.1232302766	CD	3.62668112861135	0.909282576709854	MetaXCan	no	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114377532-114397671	PTPN22	chr1:114377532-114397671_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	PTPN22	0.104733580283683	0.11340626134607	-0.00867268106238722	1	2	8	14	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.0423832774	0.4870875905	IBD	1.37280546334724	0.31239293478057	MetaXCan	no	-0.0776752073371563	-1.15565511845156	0.868535115347185	-0.0556591921117502	0.902726981389596	0.273390704330639	0.0010963210894519	1.94059314956142	2.27083013211013	1	1.29933416666667	PTPN22	NA	NA	miR_4450	7.35835172921266	hsa-miR-4450	NA	NA	NA	NA	NA	NA	NA
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.0002362212	0.1232302766	CD	3.62668112861135	0.909282576709854	MetaXCan	no	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.0002362212	0.1232302766	CD	3.62668112861135	0.909282576709854	MetaXCan	no	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.1459592	0.01075938	IBD	0.835768525661854	1.96821275379385	COLOC	yes	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.1459592	0.01075938	IBD	0.835768525661854	1.96821275379385	COLOC	yes	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.245189701436645	0.3743550215383	-0.33247316003575	0.208024633765643	0.270908854113871	0.341550503111293	0.352849047749108	187	2	114369468	1	linear	cis	0.320882960796783	0.516476557516197	-0.447194339085895	0.282645213440462	0.378825029020212	0.447189295881004	0.455929390412862	187	1	114354942	1	common	no	0.0423832774	0.4870875905	IBD	1.37280546334724	0.31239293478057	MetaXCan	no	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
chr1:114391162-114397671	PTPN22	chr1:114391162-114397671_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	PTPN22	-0.101863360527178	-0.0910654005339218	-0.0107979599932565	2	3	8	11	-	Exon-Exon	circle	cis	0.0372845064275645	0.339979317697758	-0.265410304842629	0.428075107358272	-0.114062899207532	0.0372845064275645	0.188631912062661	2	1	114256733.5	1	linear	cis	0.0242646168090385	0.559701766928104	-0.358960786324729	0.312591075183621	-0.337423250465988	0.247486481093505	0.281266528944657	52	1	114293496	1	uncommon	no	0.0423832774	0.4870875905	IBD	1.37280546334724	0.31239293478057	MetaXCan	no	-0.150828792724865	-2.26430195717339	0.676713997496697	-0.169832939140384	0.600375236633866	0.164110554871292	0.150360803936888	1.80157317399642	2.24737225228879	1	1.4826	PTPN22	NA	NA	miR_556_5p	13.262599469496	hsa-miR-556-5p	hsa_circ_0000111	6510	375	cd_19,_Gm12878,_Bj	None	ANNOTATED,_CDS,_coding,_INTERNAL	Memczak2013,_Salzman2013
