Gene(s)	circID	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA
ABCG2	chr4:89028336-89036210	chr4:89028336-89036210_ImmunePanel_T_cells	ImmunePanel_T_cells	ABCG2	0.0469050234542642	0.0633588209370808	-0.0164537974828165	4	3	8	10	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCG2	chr4:89052213-89061166	chr4:89052213-89061166_ImmunePanel_Basophils	ImmunePanel_Basophils	ABCG2	0.0366273609267934	0.038013599878295	-0.0013862389515016	2	5	2	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD2	chr15:89656956-89659752	chr15:89656956-89659752_TcellRedef_Th1Th17	TcellRedef_Th1Th17	ABHD2	NA	0.0175706025866755	NA	NA	12	5	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD2	chr15:89656956-89659752	chr15:89656956-89659752_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ABHD2	0.0153722368702334	NA	NA	10	NA	5	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABI1	chr10:27047991-27059274	chr10:27047991-27059274_TcellRedef_Memory_CD8	TcellRedef_Memory_CD8	ABI1	0.0580221330806328	0.0580221330806328	0	7	7	6	8	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005154.6	chr7:30590252-30601744	chr7:30590252-30601744_ImmunePanel_T_cells	ImmunePanel_T_cells	AC005154.6	0.0703971017753352	0.0648567803691532	0.00554032140618201	7	7	2	2	-	Exon-Exon	circle	cis	0.337762815271151	0.390641857780494	0.268732958067198	0.0249291639429265	0.325809222304596	0.339047834411792	0.357576044883309	135	1	30602553	7	linear	cis	-0.674672340793639	-0.347677172923622	-0.970958560717244	0.165112353767513	-0.804042534925439	-0.67979640852007	-0.489919733725129	135	1	30602553	7
AC114755.7	chr2:106987395-106987615	chr2:106987395-106987615_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	AC114755.7	-0.0206816491409934	-0.0153362034690045	-0.00534544567198889	15	15	2	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACAP2	chr3:195101738-195112876	chr3:195101738-195112876_ImmunePanel_LymphoidCellsCombined	ImmunePanel_LymphoidCellsCombined	ACAP2	-0.104054086516354	-0.142180911871129	0.0381268253547746	10	4	2	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACAP2	chr3:195047614-195066046	chr3:195047614-195066046_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ACAP2	NA	0	NA	NA	85	5	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACVR2A	chr2:148653870-148657467	chr2:148653870-148657467_TcellRedefRatio_Th2_Th1Th17_Ratio	TcellRedefRatio_Th2_Th1Th17_Ratio	ACVR2A	-0.112037583539184	-0.105894941865604	-0.00614264167358018	5	7	2	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACYP2	chr2:54278095-54284497	chr2:54278095-54284497_TcellRedef_Th2	TcellRedef_Th2	ACYP2	0.0282340919218252	0.0282340919218252	0	20	20	3	4	+	Exon-Exon	circle	cis	-0.254808705437964	-0.243468878221419	-0.266148532654509	0.0160369374446055	-0.260478619046236	-0.254808705437964	-0.249138791829692	2	1	53866598.5	2	linear	cis	-0.304810950635509	-0.303534535608778	-0.306087365662239	0.00180512344201906	-0.305449158148874	-0.304810950635509	-0.304172743122143	2	1	53866598.5	2
ADAL	chr15:43627143-43628024	chr15:43627143-43628024_ImmunePanel_T_cells	ImmunePanel_T_cells	ADAL	NA	-0.0829885707015764	NA	NA	13	3	4	+	Exon-Exon	circle	cis	-0.263100836822987	-0.237196848320561	-0.307694640720919	0.0328316250349758	-0.288679784977694	-0.243957620497537	-0.237975289598224	5	1	43710676	15	linear	cis	-0.524291641622312	-0.438191247872672	-0.67167540162747	0.114504599474861	-0.625128783080116	-0.443621309872437	-0.442841465658867	5	1	43710676	15
ADAL	chr15:43627143-43628024	chr15:43627143-43628024_TcellRedef_Th2	TcellRedef_Th2	ADAL	-0.0606055290795948	NA	NA	14	NA	3	4	+	Exon-Exon	circle	cis	-0.263100836822987	-0.237196848320561	-0.307694640720919	0.0328316250349758	-0.288679784977694	-0.243957620497537	-0.237975289598224	5	1	43710676	15	linear	cis	-0.524291641622312	-0.438191247872672	-0.67167540162747	0.114504599474861	-0.625128783080116	-0.443621309872437	-0.442841465658867	5	1	43710676	15
ADIPOR2	chr12:1812052-1863680	chr12:1812052-1863680_ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ADIPOR2	-0.0613550915611424	-0.0591110062458211	-0.00224408531532134	8	10	2	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADIPOR2	chr12:1863424-1863680	chr12:1863424-1863680_ImmunePanel_T_cells	ImmunePanel_T_cells	ADIPOR2	-0.07409780248463	-0.069196939816889	-0.00490086266774098	9	9	2	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	chr4:87967318-87968746	chr4:87967318-87968746_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	AFF1	0.0528870287553543	0.044407683977116	0.00847934477823828	18	18	2	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	chr4:88005272-88012981	chr4:88005272-88012981_TcellRedef_Th17	TcellRedef_Th17	AFF1	-0.0828772998974748	-0.0892415338983055	0.00636423400083067	16	16	4	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF1	chr4:88005272-88016121	chr4:88005272-88016121_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	AFF1	-0.0474667064475159	-0.0516227529934977	0.00415604654598176	20	20	4	7	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF2	chrX:147733520-147744289	chrX:147733520-147744289_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	AFF2	0.0762376820784201	0.0672571698357896	0.00898051224263055	3	3	2	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF2	chrX:147743429-147744289	chrX:147743429-147744289_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	AFF2	NA	0.0722826091101853	NA	NA	3	3	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF2	chrX:147743429-147744289	chrX:147743429-147744289_ImmunePanel_T_cells	ImmunePanel_T_cells	AFF2	-0.0857153128164348	NA	NA	2	NA	3	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF4	chr5:132227856-132228810	chr5:132227856-132228810_ImmCellRatio_Myeloid_Lymphoid_Ratio	ImmCellRatio_Myeloid_Lymphoid_Ratio	AFF4	-0.0589602285028479	-0.0589602285028479	0	11	11	12	13	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFTPH	chr2:64800080-64812679	chr2:64800080-64812679_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	AFTPH	-0.0830227507871256	-0.0830227507871256	0	2	2	6	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGGF1	chr5:76342172-76344812	chr5:76342172-76344812_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	AGGF1	-0.0834088891304465	-0.076673315344285	-0.00673557378616149	15	15	6	8	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGO2	chr8:141595218-141595410	chr8:141595218-141595410_ImmCellRatio_Myeloid_Lymphoid_Ratio	ImmCellRatio_Myeloid_Lymphoid_Ratio	AGO2	0.0392990535721707	NA	NA	12	NA	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGO2	chr8:141582911-141595410	chr8:141582911-141595410_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	AGO2	0.0339470317415197	0.031835821916567	0.00211120982495269	4	7	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGO2	chr8:141595218-141595410	chr8:141595218-141595410_ImmunePanel_CD14hi_Monocytes	ImmunePanel_CD14hi_Monocytes	AGO2	NA	0.0389207026830994	NA	NA	15	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTPBP1	chr9:88284400-88327481	chr9:88284400-88327481_TcellRedefRatio_ActivatedCD8_Treg_Ratio	TcellRedefRatio_ActivatedCD8_Treg_Ratio	AGTPBP1	-0.0535142397457721	-0.0619873471221135	0.00847310737634142	10	9	2	8	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTPBP1	chr9:88307604-88327481	chr9:88307604-88327481_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	AGTPBP1	-0.0567986850615893	-0.0715369850115694	0.0147382999499802	28	29	2	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTPBP1	chr9:88292351-88327481	chr9:88292351-88327481_TcellRedef_Memory_CD8	TcellRedef_Memory_CD8	AGTPBP1	-0.0904524575147862	-0.0859119499783803	-0.00454050753640592	7	7	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTPBP1	chr9:88233898-88248289	chr9:88233898-88248289_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	AGTPBP1	-0.121359256425655	-0.117207795041595	-0.00415146138406024	1	1	13	16	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AHSA2	chr2:61406116-61413632	chr2:61406116-61413632_TcellRedefRatio_Th2_Th1Th17_Ratio	TcellRedefRatio_Th2_Th1Th17_Ratio	AHSA2	0.060346096698934	0.061209076083821	-0.000862979384887011	3	4	1	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP10	chr17:19861327-19861884	chr17:19861327-19861884_TcellRedef_CD4RApos_CD8	TcellRedef_CD4RApos_CD8	AKAP10	NA	0.0191965311804734	NA	NA	4	4	1	-	Exon-Exon	circle	cis	0.350873113701462	0.535853496063187	-0.382514616493339	0.10220756951803	0.357962885188775	0.376569586918692	0.376916559665482	66	1	19847181.5	17	linear	cis	0.481519764456032	1.38382887955669	-0.437372597685691	0.282204910209363	0.410344398712658	0.439185163190592	0.441129030020058	66	1	19847181.5	17
AKAP7	chr6:131466425-131520713	chr6:131466425-131520713_TcellRedefRatio_MemoryCD4_Treg_Ratio	TcellRedefRatio_MemoryCD4_Treg_Ratio	AKAP7	NA	-0.0316644999569309	NA	NA	2	2	5	+	Exon-Exon	circle	cis	-0.332880466106486	-0.241433401939113	-0.366053988570269	0.0464273781376645	-0.360797370812637	-0.357829858142581	-0.334386730182699	23	1	131473829	6	linear	cis	-0.457411428088999	-0.265697868783802	-0.548052232036491	0.106714954908014	-0.524597146349983	-0.514327261511144	-0.436230820574037	23	1	131473829	6
AKAP7	chr6:131481199-131490413	chr6:131481199-131490413_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	AKAP7	-0.0355636948713514	-0.054271174664934	0.0187074797935825	10	12	3	4	+	Exon-Exon	circle	cis	-0.332880466106486	-0.241433401939113	-0.366053988570269	0.0464273781376645	-0.360797370812637	-0.357829858142581	-0.334386730182699	23	1	131473829	6	linear	cis	-0.457411428088999	-0.265697868783802	-0.548052232036491	0.106714954908014	-0.524597146349983	-0.514327261511144	-0.436230820574037	23	1	131473829	6
AKAP7	chr6:131466425-131490413	chr6:131466425-131490413_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	AKAP7	-0.0647556171690653	-0.062829174233935	-0.00192644293513029	13	15	2	4	+	Exon-Exon	circle	cis	-0.332880466106486	-0.241433401939113	-0.366053988570269	0.0464273781376645	-0.360797370812637	-0.357829858142581	-0.334386730182699	23	1	131473829	6	linear	cis	-0.457411428088999	-0.265697868783802	-0.548052232036491	0.106714954908014	-0.524597146349983	-0.514327261511144	-0.436230820574037	23	1	131473829	6
AKR1E2	chr10:4872867-4915499	chr10:4872867-4915499_ImmunePanel_B_cells	ImmunePanel_B_cells	AKR1E2	-0.115318691501412	-0.0877764407272267	-0.0275422507741856	12	16	2	9	+	Exon-Intron	circle	cis	-0.0430397175117285	0.27796205725212	-0.560036522244754	0.362814239014054	-0.490848969925472	0.245636335563749	0.250733588596114	34	1	4895402.5	10	linear	cis	-0.0178284452858587	0.582702136127603	-0.942183297652542	0.70400274939663	-0.89846403394102	0.538087189735779	0.563821395026527	34	1	4895402.5	10
AKR1E2/AKR1C1	chr10:4872867-4950612	chr10:4872867-4950612_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	AKR1E2/AKR1C1	-0.123532064663806	-0.147216787621185	0.0236847229573784	2	2	2	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL022476.2/TTLL1	chr22:43435786-43442579	chr22:43435786-43442579_ImmunePanel_T_cells	ImmunePanel_T_cells	AL022476.2/TTLL1	0.168028862741597	0.168028862741597	0	1	1	1	10	+/-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL627171.2/NEMF	chr14:50292585-50298079	chr14:50292585-50298079_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	AL627171.2/NEMF	0.0540938252657369	0.0540938252657369	0	17	17	1	11	+/-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALAS2	chrX:55035606-55035769	chrX:55035606-55035769_TcellRedef_Th1Th17	TcellRedef_Th1Th17	ALAS2	0.113032211877438	0.129440246376295	-0.0164080344988571	6	5	11	11	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALG6	chr1:63877597-63894472	chr1:63877597-63894472_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	ALG6	0.0620775437979164	0.0597432370242885	0.00233430677362796	9	11	8	1	+	Exon-Exon	circle	cis	0.269690097546805	0.269690097546805	0.269690097546805	NA	0.269690097546805	0.269690097546805	0.269690097546805	1	1	63982383	1	linear	cis	0.283772315456637	0.283772315456637	0.283772315456637	NA	0.283772315456637	0.283772315456637	0.283772315456637	1	1	63982383	1
ALS2CR12	chr2:202163961-202228896	chr2:202163961-202228896_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	ALS2CR12	0.0988774716341794	0.0943685007552838	0.00450897087889555	5	6	1	11	-	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALS2CR12	chr2:202195193-202228896	chr2:202195193-202228896_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	ALS2CR12	-0.054117546428294	NA	NA	13	NA	1	8	-	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALS2CR12	chr2:202195193-202228896	chr2:202195193-202228896_ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ALS2CR12	NA	0.0414180491897986	NA	NA	17	1	8	-	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALS2CR12	chr2:202207093-202216174	chr2:202207093-202216174_TcellRedefRatio_Th2_Th1Th17_Ratio	TcellRedefRatio_Th2_Th1Th17_Ratio	ALS2CR12	0.0790857181286412	0.0727332056535211	0.00635251247512007	2	3	1	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMD1	chr6:111208708-111211559	chr6:111208708-111211559_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	AMD1	0.0489777913861612	0.043187233518182	0.00579055786797922	11	11	2	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMFR	chr16:56419831-56423287	chr16:56419831-56423287_TcellRedef_CD4_Tcells	TcellRedef_CD4_Tcells	AMFR	NA	-0.0231136586243672	NA	NA	3	9	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2B	chr1:104108057-104118162	chr1:104108057-104118162_ImmunePanel_NLR	ImmunePanel_NLR	AMY2B	-0.162883144806312	-0.154809144674155	-0.00807400013215748	1	2	1	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANK1	chr8:41561559-41563759	chr8:41561559-41563759_TcellRedefRatio_CD4_CD8_Ratio	TcellRedefRatio_CD4_CD8_Ratio	ANK1	NA	-0.0310516389125545	NA	NA	10	18	20	-	Exon-Exon	circle	cis	-0.476258105084207	-0.295475106334322	-0.657041103834092	0.255665768678566	-0.566649604459149	-0.476258105084207	-0.385866605709265	2	1	41633377.5	8	linear	cis	-0.402087517413052	-0.242474219555927	-0.561700815270178	0.225727290564643	-0.481894166341615	-0.402087517413052	-0.32228086848449	2	1	41633377.5	8
